Record ID,Date,Department,Employee ID,Gender,Age,Service type,Patients handled,Revenue USD,Cost USD,Waiting time,Satisfaction_score
3849,19/04/2024,Cardiology,E1913,Male,62,Consultation,45,3267.38,2627.93,110.8,2.71
3850,11/11/2024,Oncology,E1325,Female,47,Surgery,25,3967.98,3178.79,65.9,3.74
3851,04/11/2024,Oncology,E1881,Male,45,Consultation,49,6416.88,3057.29,102.2,1.78
3852,09/06/2024,Oncology,E1511,Female,62,Surgery,22,9356.68,4914.93,89.4,2.14
3853,02/09/2024,Orthopedics,E1849,Male,33,Follow-up,6,3518.96,1953.03,91,3.23
3854,04/09/2024,Oncology,E1936,Male,35,Therapy,27,8888.05,4921.19,84.6,4.01
3855,23/03/2024,Pediatrics,E1089,Female,31,Therapy,45,1939.08,1164.02,60.5,2.42
3856,28/04/2024,Emergency,E1870,Female,32,Consultation,39,3560.07,2645.88,29.8,3.84
3857,09/04/2024,Emergency,E1337,Female,34,Diagnostics,42,9382.92,6404.77,75.3,1.28
3858,17/02/2024,Outpatient,E1834,Male,28,Follow-up,8,8712.53,4728.5,75.7,4.92
3859,02/06/2024,Emergency,E1932,Female,34,Surgery,32,6157.27,4694.02,56.2,1.24
3860,09/09/2024,Orthopedics,E1699,Male,28,Surgery,42,8077.19,3372.22,85.6,1.09
3861,27/04/2024,Cardiology,E1395,Female,65,Surgery,20,8691.9,4161.84,64.1,3.39
3862,07/08/2024,Pediatrics,E1837,Male,55,Diagnostics,30,4846.68,2764.46,58.8,2.25
3863,07/02/2024,Orthopedics,E1546,Female,25,Consultation,30,4662.16,2701.52,70.1,1.95
3864,16/03/2024,Cardiology,E1582,Female,30,Therapy,6,9892.24,6434.26,27.3,2.91
3865,27/01/2024,Oncology,E1026,Female,44,Consultation,5,8730.94,3587.57,83.1,3.19
3866,04/11/2024,Orthopedics,E1057,Male,62,Therapy,9,2110.8,1707.08,47.4,2.18
3867,14/03/2024,Oncology,E1460,Male,42,Consultation,31,8367.19,6018.21,108.3,3.52
3868,18/02/2024,Outpatient,E1872,Male,65,Consultation,6,7537.77,6167.58,11.3,4.1
3869,05/07/2024,Pediatrics,E1576,Female,26,Therapy,50,6330.21,2752.08,63.5,1.33
3870,31/08/2024,Radiology,E1768,Female,28,Therapy,46,7491.5,5043.66,114.7,1.73
3871,12/02/2024,Cardiology,E1903,Female,35,Therapy,8,6257.32,3164.9,75.6,3.89
3872,23/05/2024,Oncology,E1728,Female,25,Consultation,12,7361.89,5945,103.2,1.31
3873,14/11/2024,Cardiology,E1139,Female,48,Surgery,20,3761.04,2796.56,62.3,1.76
3874,24/01/2024,Pediatrics,E1336,Female,65,Surgery,40,5750.74,3471.82,49.9,4.24
3875,22/12/2024,Oncology,E1088,Female,28,Follow-up,38,4372.18,1806.7,11.7,4.42
3876,18/06/2024,Orthopedics,E1621,Male,28,Therapy,41,9625.71,7163.5,46.9,4.75
3877,12/11/2024,Orthopedics,E1627,Male,38,Therapy,49,6796.63,5587.96,93.1,2.52
3878,21/06/2024,Emergency,E1173,Female,35,Surgery,17,5047.67,2488.83,38.6,4.11
3879,24/02/2024,Orthopedics,E1236,Male,29,Therapy,19,8992.79,6854.58,58.5,1.35
3880,15/11/2024,Outpatient,E1495,Female,64,Follow-up,31,1041.01,611.24,58.3,3.44
3881,24/04/2024,Outpatient,E1760,Female,37,Consultation,44,561.65,502.6,46.9,4.39
3882,17/06/2024,Cardiology,E1157,Male,64,Follow-up,19,5582.18,2596.94,96.7,3.84
3883,26/11/2024,Radiology,E1822,Female,36,Diagnostics,7,5510.64,3622.01,15.1,3.62
3884,29/11/2024,Pediatrics,E1179,Female,50,Follow-up,8,9156.83,4089.65,35.3,4.61
3885,04/11/2024,Emergency,E1713,Female,29,Diagnostics,30,3201.27,2327.23,66.5,3.39
3886,18/04/2024,Outpatient,E1260,Female,34,Therapy,37,4449.99,2447.48,10.6,3.98
3887,07/01/2024,Orthopedics,E1916,Female,55,Consultation,42,7587.89,5579.85,79,1.97
3888,15/03/2024,Pediatrics,E1308,Male,38,Consultation,7,712.28,572.93,61.5,2.23
3889,04/02/2024,Outpatient,E1258,Female,64,Follow-up,9,1468.35,633.39,45.1,4.22
3890,06/10/2024,Radiology,E1117,Female,32,Therapy,45,9227.88,7828.71,110.8,4.63
3891,28/12/2024,Radiology,E1958,Female,48,Follow-up,8,5508.64,2807.8,96.8,1.85
3892,05/10/2024,Emergency,E1931,Female,26,Consultation,32,3038.47,1569.76,64.2,2.29
3893,24/03/2024,Oncology,E1276,Male,53,Consultation,8,1964.48,1230.92,105.5,3.28
3894,17/11/2024,Cardiology,E1046,Female,52,Diagnostics,42,8844.19,4403.84,24.2,3.3
3895,25/05/2024,Emergency,E1493,Female,37,Consultation,5,4901.62,3578.61,96.4,4.01
3896,22/12/2024,Emergency,E1397,Female,47,Consultation,10,9451.48,5662.65,28.7,3.2
3897,17/06/2024,Emergency,E1700,Female,48,Consultation,26,1552.06,844.98,28.9,2.59
3898,18/07/2024,Orthopedics,E1207,Female,64,Follow-up,43,1556.56,647.41,80.5,3.44
3899,03/05/2024,Oncology,E1584,Male,35,Consultation,20,7229.41,5278.87,18.1,2.16
3900,11/02/2024,Cardiology,E1795,Male,42,Consultation,26,1730.5,1421.58,90.9,1.81
3901,18/09/2024,Radiology,E1512,Male,40,Follow-up,49,3742.44,3305.73,73.3,4.2
3902,14/11/2024,Orthopedics,E1934,Male,33,Follow-up,35,3013.61,1521.95,95.2,3.74
3903,23/06/2024,Radiology,E1911,Male,63,Consultation,46,6969.29,4713.45,69.8,3.94
3904,15/05/2024,Emergency,E1377,Female,29,Surgery,36,3065.02,1766.63,105.2,2.24
3905,02/01/2024,Cardiology,E1759,Female,33,Diagnostics,13,5689.94,4274.96,120,2.74
3906,19/05/2024,Orthopedics,E1870,Male,31,Surgery,19,4566.88,3750.75,97.6,3.92
3907,05/02/2024,Cardiology,E1301,Male,36,Therapy,33,4900.68,2754.03,75,4.5
3908,29/02/2024,Pediatrics,E1108,Male,40,Surgery,7,8895.89,4040.95,54.3,2.86
3909,04/09/2024,Pediatrics,E1060,Male,22,Consultation,11,9787.35,7232.84,51.8,1.1
3910,11/06/2024,Orthopedics,E1309,Female,50,Diagnostics,38,5871.16,2630.5,101,4.01
3911,10/03/2024,Emergency,E1706,Male,39,Surgery,35,4874.84,2996.1,108.2,2.15
3912,08/02/2024,Radiology,E1422,Female,26,Therapy,6,2865.69,2492,98.1,4.28
3913,19/10/2024,Outpatient,E1509,Male,34,Therapy,18,2354.34,1110.42,8,1.95
3914,19/01/2024,Oncology,E1462,Male,50,Consultation,41,7854.81,4084.65,88.8,2.01
3915,29/03/2024,Pediatrics,E1059,Male,23,Consultation,5,4255.28,3793.93,33.2,2.51
3916,16/03/2024,Cardiology,E1257,Male,35,Consultation,30,3360.33,1528.32,61.3,2.51
3917,20/04/2024,Emergency,E1137,Female,63,Diagnostics,49,7101.43,5743.62,67.6,1.13
3918,04/10/2024,Outpatient,E1618,Female,39,Therapy,12,6379.76,2728.59,75.9,3.74
3919,14/07/2024,Radiology,E1702,Male,38,Diagnostics,19,2378.79,1926.04,109.8,4.25
3920,22/11/2024,Outpatient,E1166,Male,44,Diagnostics,20,3398.54,2356.28,110.2,2.28
3921,02/09/2024,Cardiology,E1899,Female,56,Surgery,29,8290.26,3355.38,5.4,4.04
3922,11/02/2024,Radiology,E1778,Female,31,Diagnostics,47,7733.75,6144.38,112,1.47
3923,08/12/2024,Pediatrics,E1395,Female,60,Consultation,34,2703.86,2303.32,25.4,3.73
3924,01/04/2024,Cardiology,E1368,Male,47,Diagnostics,31,5539.4,2446.18,37.8,3.08
3925,10/04/2024,Radiology,E1691,Male,44,Consultation,38,8597.33,6480.4,76.5,2.98
3926,27/01/2024,Pediatrics,E1058,Female,61,Consultation,39,3337.5,1533.99,52,1.11
3927,12/10/2024,Oncology,E1096,Male,58,Surgery,36,2505.03,1543.7,53.1,1.18
3928,19/12/2024,Radiology,E1970,Male,53,Consultation,31,6096.07,4113.88,14,4.77
3929,03/08/2024,Emergency,E1449,Female,32,Consultation,32,1444.14,1194.91,5,4.53
3930,15/11/2024,Emergency,E1883,Female,47,Consultation,28,687.34,535.37,46.6,3.95
3931,12/01/2024,Radiology,E1265,Male,46,Consultation,37,4316.58,1879.67,93.3,1.29
3932,20/03/2024,Orthopedics,E1200,Female,54,Consultation,44,9260.14,3940.07,60.1,3.89
3933,13/02/2024,Orthopedics,E1579,Male,43,Surgery,24,4235.84,2154.42,92.3,4.14
3934,11/06/2024,Radiology,E1821,Female,52,Therapy,8,9265.6,5448.94,63.2,2.45
3935,26/04/2024,Pediatrics,E1773,Male,22,Therapy,37,2942.28,2281.79,44.1,2.71
3936,26/04/2024,Emergency,E1499,Female,50,Surgery,19,4334.9,3278.62,110.5,3.67
3937,25/09/2024,Outpatient,E1346,Male,22,Consultation,44,4980.03,3932.24,78.7,1.24
3938,12/09/2024,Emergency,E1303,Male,34,Consultation,6,1408.8,590.23,57.5,4.3
3939,25/10/2024,Emergency,E1942,Female,50,Surgery,28,3474.29,2057.06,109.6,4.35
3940,23/04/2024,Cardiology,E1623,Male,36,Therapy,8,6817.96,3636.71,18.5,1.06
3941,27/11/2024,Radiology,E1510,Male,61,Consultation,34,1516.6,828.52,68.5,1.26
3942,21/06/2024,Emergency,E1730,Female,62,Diagnostics,42,1794.16,880.11,77.7,3.46
3943,11/01/2024,Oncology,E1312,Male,44,Consultation,18,5732.27,3010.88,47.7,1.39
3944,18/11/2024,Oncology,E1885,Male,26,Surgery,20,2651.38,2250.63,117.7,3.59
3945,05/04/2024,Orthopedics,E1656,Male,56,Consultation,34,9209.82,6643.7,8.8,4.99
3946,31/01/2024,Orthopedics,E1229,Female,22,Diagnostics,46,1440.05,1067.54,34.1,2.57
3947,18/06/2024,Orthopedics,E1822,Male,62,Follow-up,26,6636.37,4102.89,33.8,2.34
3948,28/06/2024,Pediatrics,E1110,Female,48,Therapy,38,3744.71,3294.08,96.8,2.83
3949,09/01/2024,Orthopedics,E1478,Male,56,Consultation,32,2398.3,1931.85,23.1,1.84
3950,30/03/2024,Radiology,E1213,Female,24,Consultation,9,3977.13,3341.48,20.2,1.49
3951,27/08/2024,Emergency,E1728,Male,59,Surgery,45,5192.76,2794.77,70.4,2.81
3952,07/08/2024,Emergency,E1257,Male,41,Follow-up,19,4632.11,2112.18,21.2,4.28
3953,10/09/2024,Radiology,E1726,Male,28,Therapy,41,8915.89,4612.56,18,1.21
3954,03/11/2024,Pediatrics,E1339,Male,56,Surgery,8,6278.83,4757.32,47.9,3.72
3955,29/12/2024,Orthopedics,E1665,Female,44,Consultation,13,7273.11,6310.67,12.5,1.77
3956,14/06/2024,Oncology,E1288,Female,44,Follow-up,31,1151,959.93,96.1,3.3
3957,01/05/2024,Emergency,E1348,Male,27,Diagnostics,22,1294.8,694.86,39.2,3.24
3958,20/03/2024,Radiology,E1187,Female,39,Diagnostics,47,2951.42,1288.24,89,2.2
3959,12/06/2024,Radiology,E1248,Female,48,Consultation,28,4797.55,2225.26,97.3,3.26
3960,19/10/2024,Orthopedics,E1082,Male,55,Follow-up,8,9065.06,5871.76,113.3,4.57
3961,30/06/2024,Orthopedics,E1142,Male,53,Follow-up,25,5976.37,5181.19,42.2,2.46
3962,06/05/2024,Radiology,E1960,Male,38,Therapy,22,932.04,647.4,88,4.09
3963,30/04/2024,Cardiology,E1146,Female,56,Consultation,26,1923.25,1196.41,25.3,3.65
3964,13/01/2024,Orthopedics,E1197,Female,62,Diagnostics,8,2000.49,1704.58,31.5,2.17
3965,06/01/2024,Oncology,E1385,Female,23,Surgery,19,8583.61,5401.1,7.8,2.98
3966,11/02/2024,Radiology,E1528,Female,55,Surgery,27,1303.16,1163.29,72.6,2.03
3967,08/06/2024,Oncology,E1923,Female,47,Surgery,25,5855.32,2567.17,97,4.7
3968,07/08/2024,Cardiology,E1513,Male,51,Diagnostics,30,8807.22,5027.86,42.5,1.14
3969,23/07/2024,Outpatient,E1626,Male,65,Consultation,50,6688.3,4464.12,57.8,4.63
3970,11/12/2024,Outpatient,E1784,Female,30,Surgery,11,2094.85,848.06,13.4,1.89
3971,17/08/2024,Cardiology,E1908,Female,63,Therapy,25,816.21,531.7,41.1,1.72
3972,07/04/2024,Emergency,E1706,Female,39,Consultation,24,7625.8,3829.87,84.1,2.4
3973,09/11/2024,Radiology,E1752,Female,60,Diagnostics,29,5362.36,4648.81,9.3,3
3974,08/03/2024,Orthopedics,E1896,Male,36,Follow-up,5,8617.02,5980.1,36.8,2.59
3975,18/03/2024,Orthopedics,E1920,Female,35,Follow-up,19,6962.52,5886.16,9.7,1.29
3976,26/08/2024,Outpatient,E1263,Female,29,Consultation,17,3587.99,1852.8,35.5,1.89
3977,10/06/2024,Emergency,E1937,Female,52,Surgery,41,2360.34,1098.29,112.4,1.58
3978,21/06/2024,Cardiology,E1040,Female,36,Surgery,38,2441.84,1277.41,112.3,4.02
3979,27/05/2024,Radiology,E1548,Female,25,Diagnostics,26,8002.14,3620,101.2,2.63
3980,16/03/2024,Pediatrics,E1005,Female,42,Diagnostics,46,2996.82,2061.44,99.6,4.11
3981,15/04/2024,Orthopedics,E1470,Male,24,Consultation,33,8954.98,7737.69,32.4,2.7
3982,14/03/2024,Orthopedics,E1579,Female,38,Consultation,45,638.97,536.52,22.8,4.45
3983,29/06/2024,Oncology,E1627,Male,62,Follow-up,29,3629.18,2119.68,9.5,2.31
3984,08/05/2024,Outpatient,E1555,Female,65,Diagnostics,35,8939.45,3689.97,51.7,1.13
3985,01/03/2024,Cardiology,E1452,Female,42,Follow-up,16,4023.77,1956.84,34,4.51
3986,21/12/2024,Radiology,E1810,Male,34,Surgery,37,4642.47,2492.54,72.8,1.57
3987,28/07/2024,Oncology,E1168,Female,41,Therapy,46,2964.22,1995.29,32.3,3.72
3988,12/11/2024,Outpatient,E1449,Male,46,Consultation,45,5169.17,4062.94,114,1.46
3989,14/01/2024,Cardiology,E1157,Female,54,Consultation,46,3679.32,2059.59,22.4,4.24
3990,26/01/2024,Outpatient,E1444,Female,51,Diagnostics,6,7718.85,4957.14,66.8,1.24
3991,11/05/2024,Oncology,E1519,Male,58,Follow-up,25,5777.32,4596.84,71,2.06
3992,09/05/2024,Pediatrics,E1470,Female,22,Surgery,25,6841.71,3973.28,67.7,2.95
3993,29/02/2024,Cardiology,E1787,Male,29,Follow-up,36,4121.16,3129.77,106.6,1.02
3994,05/07/2024,Oncology,E1978,Male,58,Follow-up,6,9369.36,6144.03,85.6,4.42
3995,18/10/2024,Radiology,E1550,Male,53,Consultation,30,4937.49,4036.33,25.4,1.64
3996,08/06/2024,Orthopedics,E1600,Female,52,Follow-up,37,6745.98,5633.38,107.6,3.57
3997,19/07/2024,Outpatient,E1506,Female,37,Follow-up,9,5492.15,3106.89,117.7,2.28
3998,12/06/2024,Cardiology,E1502,Male,57,Therapy,48,7569.77,5041.4,75,2.57
3999,14/01/2024,Cardiology,E1727,Male,36,Surgery,25,9665.82,6629.22,112.8,1.03
4000,26/05/2024,Oncology,E1213,Female,57,Consultation,10,5940.37,4506.33,90.7,4.62
4001,31/10/2024,Orthopedics,E1057,Male,65,Surgery,27,541.82,216.82,59.3,1.12
4002,16/01/2024,Outpatient,E1828,Female,53,Surgery,16,9758.06,4986.69,59.4,1.24
4003,25/08/2024,Emergency,E1547,Male,60,Diagnostics,46,5459.46,3220.96,10.1,2.34
4004,23/11/2024,Radiology,E1574,Male,63,Follow-up,27,4218.64,3775.52,28.9,3.18
4005,05/07/2024,Orthopedics,E1114,Male,51,Consultation,22,9879.5,7864.18,119.2,4.87
4006,27/02/2024,Outpatient,E1807,Male,57,Diagnostics,8,5150.63,3853.64,17.7,2.76
4007,13/04/2024,Cardiology,E1953,Male,63,Surgery,15,8185.68,5342.53,85.8,3.98
4008,19/11/2024,Oncology,E1052,Male,48,Follow-up,40,2907.96,2436.43,57.9,1.84
4009,03/02/2024,Outpatient,E1686,Male,59,Surgery,12,8721.45,5310.57,91.3,3.19
4010,22/01/2024,Radiology,E1298,Male,37,Consultation,32,4127.78,3322.61,72.2,2.56
4011,08/11/2024,Oncology,E1981,Male,55,Surgery,50,1541.18,1306.49,9.1,4.45
4012,30/06/2024,Outpatient,E1819,Male,26,Follow-up,46,3919.63,2820.84,111.1,1.61
4013,23/05/2024,Orthopedics,E1279,Female,26,Diagnostics,50,5886.03,4604.15,92.1,3.1
4014,05/12/2024,Emergency,E1172,Female,52,Surgery,44,6435.02,5011.36,101.7,4.05
4015,14/02/2024,Radiology,E1042,Male,33,Diagnostics,47,3863.05,3470.42,55,1.1
4016,14/09/2024,Emergency,E1159,Female,39,Follow-up,34,3944.86,1829.99,19,2.13
4017,10/03/2024,Oncology,E1067,Female,58,Follow-up,46,1007.07,749.52,13.5,1.81
4018,10/12/2024,Radiology,E1049,Male,46,Diagnostics,22,1382.55,596.69,35.8,3.29
4019,12/01/2024,Orthopedics,E1623,Female,26,Consultation,36,9664.51,8096.72,105.7,1.7
4020,15/12/2024,Radiology,E1880,Male,55,Therapy,48,3016.62,1321.87,94.5,1.28
4021,21/07/2024,Orthopedics,E1510,Male,47,Follow-up,7,5788.61,3032.87,33,4.96
4022,23/02/2024,Outpatient,E1732,Male,54,Consultation,8,7689.41,6293.55,70.8,4.48
4023,10/02/2024,Pediatrics,E1539,Male,46,Consultation,50,6632.16,5790.45,37.4,3.38
4024,27/05/2024,Radiology,E1467,Male,63,Consultation,28,7056.25,4208.83,106.2,4.92
4025,01/08/2024,Orthopedics,E1425,Female,52,Diagnostics,35,5190.81,3090.19,59.3,4.41
4026,29/10/2024,Orthopedics,E1920,Male,41,Surgery,27,6631.95,2801.24,67.3,1.07
4027,31/10/2024,Orthopedics,E1686,Female,23,Therapy,5,7896.09,4454.63,59.3,4.19
4028,10/08/2024,Cardiology,E1000,Male,39,Consultation,47,941.26,451.12,50.8,1.92
4029,15/09/2024,Outpatient,E1135,Female,31,Therapy,19,3710.06,3335.67,99.9,4.54
4030,02/07/2024,Radiology,E1767,Male,49,Therapy,42,9402.02,5363.55,39.2,1.94
4031,12/01/2024,Emergency,E1618,Male,43,Surgery,16,8386.11,6203.84,32.2,2.51
4032,25/02/2024,Oncology,E1876,Female,49,Therapy,26,5313.76,3528.71,107.2,2.52
4033,11/08/2024,Pediatrics,E1307,Male,26,Surgery,20,9130.98,5667.45,90.8,4.72
4034,28/09/2024,Outpatient,E1888,Female,30,Diagnostics,18,9121.97,3908.55,28.7,2.91
4035,26/03/2024,Orthopedics,E1311,Female,29,Diagnostics,19,4599.77,3313.89,113.6,1.45
4036,05/06/2024,Radiology,E1464,Female,52,Consultation,46,4792.66,2378.14,107.8,4.86
4037,05/12/2024,Oncology,E1352,Male,25,Therapy,25,5047.67,2281.57,95.3,3.79
4038,05/04/2024,Oncology,E1610,Male,61,Follow-up,24,3869.37,3264.6,117.2,3.23
4039,07/09/2024,Emergency,E1546,Male,40,Therapy,18,5874.42,3223.63,72.2,2.76
4040,24/03/2024,Radiology,E1925,Female,24,Surgery,8,3370.81,1461.56,34.1,1.79
4041,07/10/2024,Outpatient,E1886,Male,31,Diagnostics,17,5649.4,3959.3,75,2.55
4042,14/07/2024,Outpatient,E1839,Female,24,Therapy,14,4501.68,3678.41,59.8,4.95
4043,10/11/2024,Cardiology,E1482,Male,51,Surgery,23,4676.36,3389.38,10.8,3.61
4044,17/08/2024,Pediatrics,E1102,Female,45,Follow-up,24,8588.55,7482.59,119.7,2.13
4045,27/08/2024,Cardiology,E1390,Male,53,Diagnostics,14,5966.02,3730.9,69.8,1.63
4046,01/04/2024,Orthopedics,E1576,Female,64,Follow-up,5,8633.42,7379.71,56.7,2.12
4047,21/07/2024,Pediatrics,E1392,Female,26,Therapy,8,1837.92,1363.52,40.9,4.64
4048,26/10/2024,Orthopedics,E1672,Male,45,Therapy,10,6874.62,4969.27,69.3,1.18
4049,20/02/2024,Oncology,E1466,Male,28,Surgery,22,9353.26,6677.94,119.3,3.15
4050,04/10/2024,Oncology,E1366,Female,57,Diagnostics,37,7246.05,3102.07,77.6,4.06
4051,03/11/2024,Pediatrics,E1780,Female,50,Consultation,41,7895.89,6198.71,31,4.9
4052,30/12/2024,Emergency,E1940,Male,52,Consultation,9,9954.23,4357.94,112.7,2.16
4053,10/03/2024,Orthopedics,E1106,Male,63,Consultation,42,7048.2,4010.82,116.3,1.41
4054,15/03/2024,Cardiology,E1376,Female,56,Consultation,49,5228.59,3210.48,42.5,3.58
4055,06/03/2024,Pediatrics,E1139,Male,26,Follow-up,35,1745.03,1323.31,117.8,4.22
4056,05/05/2024,Oncology,E1554,Female,64,Consultation,29,8670.16,5027.12,42.4,3.07
4057,07/03/2024,Orthopedics,E1146,Female,38,Diagnostics,13,934.4,815.43,21.5,4.61
4058,17/08/2024,Oncology,E1932,Male,63,Follow-up,22,1294.03,1049.86,22.5,1.15
4059,16/06/2024,Radiology,E1256,Female,60,Surgery,35,7335.15,3961.95,87.2,3.22
4060,27/05/2024,Outpatient,E1922,Male,35,Consultation,5,1533.67,1328.26,57,3.94
4061,05/02/2024,Cardiology,E1631,Male,27,Therapy,45,5259.7,3693.26,39.8,1.8
4062,27/07/2024,Cardiology,E1913,Female,49,Surgery,46,5654.42,3506.36,49.9,3.69
4063,01/10/2024,Cardiology,E1179,Female,59,Follow-up,38,7059.81,2986.02,44,2.65
4064,04/12/2024,Emergency,E1715,Male,59,Therapy,33,1420.48,735.74,10.9,4.98
4065,18/10/2024,Emergency,E1850,Male,35,Consultation,22,7497.29,3326.74,7.3,3.88
4066,20/03/2024,Radiology,E1985,Male,38,Surgery,44,4672.33,3707.02,111.2,3.4
4067,19/01/2024,Radiology,E1289,Male,43,Consultation,16,2277.53,1801.75,114.9,3.32
4068,24/09/2024,Oncology,E1466,Female,32,Consultation,35,6978.98,3969.21,48.9,3.94
4069,04/06/2024,Emergency,E1385,Female,23,Diagnostics,6,9313.83,6654.68,95.8,1.69
4070,01/09/2024,Cardiology,E1994,Female,33,Consultation,31,2513.61,1674.11,25.3,3.54
4071,26/05/2024,Outpatient,E1733,Female,62,Surgery,32,3270.71,2602.72,97.9,2.86
4072,07/11/2024,Cardiology,E1987,Female,27,Consultation,23,2217.7,1604.26,119.2,3.49
4073,26/09/2024,Emergency,E1363,Female,52,Consultation,50,839.86,343.21,41.8,1.78
4074,31/10/2024,Cardiology,E1509,Female,52,Surgery,12,8223.99,6763.43,34.7,2.3
4075,23/01/2024,Oncology,E1329,Male,58,Consultation,37,2744.35,2344.2,62.8,3.62
4076,25/11/2024,Orthopedics,E1603,Male,45,Therapy,49,4447.08,3181.92,49.4,2.36
4077,17/11/2024,Orthopedics,E1305,Male,59,Therapy,47,6527.56,4540.12,38.8,1.6
4078,28/03/2024,Outpatient,E1315,Female,58,Consultation,33,4001.48,2431.29,77.3,4.66
4079,20/11/2024,Pediatrics,E1092,Male,49,Diagnostics,45,843.76,440.3,27.3,3.01
4080,29/02/2024,Pediatrics,E1463,Male,38,Surgery,18,4582.16,3503.15,32.9,3.38
4081,17/01/2024,Emergency,E1645,Male,42,Follow-up,23,8896.64,7609.64,115.3,4.09
4082,18/04/2024,Oncology,E1460,Female,47,Follow-up,26,9106.89,4710.68,27.7,1.03
4083,25/09/2024,Emergency,E1560,Female,23,Consultation,34,7215.02,6267.93,26.5,3.55
4084,11/06/2024,Oncology,E1768,Female,57,Therapy,42,7591.37,6557.48,79.4,4.88
4085,09/11/2024,Emergency,E1908,Male,60,Follow-up,18,3774.39,2170.14,67.4,2.53
4086,17/10/2024,Orthopedics,E1897,Female,45,Therapy,39,513.54,393.31,91.4,3.99
4087,21/06/2024,Oncology,E1467,Male,41,Diagnostics,48,3777.7,2497.61,46.4,1.06
4088,11/10/2024,Emergency,E1769,Male,65,Diagnostics,12,5843.26,2698.89,14.2,4.02
4089,01/03/2024,Pediatrics,E1915,Male,37,Surgery,10,590.31,519.18,64.3,4.93
4090,22/05/2024,Pediatrics,E1876,Female,42,Diagnostics,35,1050.98,727.03,45.2,4.37
4091,04/04/2024,Oncology,E1824,Male,50,Follow-up,9,3931.62,2084.72,103.6,2.5
4092,05/08/2024,Oncology,E1419,Female,52,Diagnostics,50,659.92,392.75,80.3,2.02
4093,03/10/2024,Outpatient,E1223,Female,33,Therapy,38,4603.88,1972.11,72.6,4.03
4094,31/05/2024,Pediatrics,E1700,Female,43,Surgery,6,4426.47,2700.66,15.2,1.81
4095,07/01/2024,Orthopedics,E1159,Female,27,Therapy,33,1969.42,1262.09,65.9,4.8
4096,06/07/2024,Orthopedics,E1679,Male,30,Therapy,41,1195.7,836.91,65.5,3.06
4097,02/02/2024,Cardiology,E1688,Female,34,Therapy,15,8795.01,4421.86,9.7,3.69
4098,12/07/2024,Outpatient,E1612,Male,35,Consultation,19,3779,1544.84,33.9,2.24
4099,14/10/2024,Outpatient,E1073,Male,28,Consultation,21,6359.96,3092.8,52.5,2.93
4100,13/11/2024,Orthopedics,E1028,Male,41,Therapy,22,4862.76,4313.12,10.2,4.8
4101,23/04/2024,Orthopedics,E1750,Male,23,Diagnostics,30,6028.4,4809.84,54.5,2.82
4102,22/04/2024,Orthopedics,E1780,Male,38,Therapy,37,8853.6,7507.56,32.4,1.8
4103,04/12/2024,Emergency,E1703,Male,23,Follow-up,14,5214.23,4432.82,42.1,3.61
4104,25/06/2024,Cardiology,E1928,Female,50,Surgery,15,7227.44,5704.89,69.9,2.61
4105,24/02/2024,Emergency,E1245,Male,61,Surgery,35,9686.65,6835.53,88.8,2.38
4106,11/12/2024,Oncology,E1084,Male,51,Follow-up,33,6864.52,3630.64,33.2,3.86
4107,05/01/2024,Radiology,E1447,Female,22,Diagnostics,31,5453.25,4044.34,36,3.39
4108,13/05/2024,Outpatient,E1782,Female,60,Consultation,15,4717.37,3294.99,38.5,3.86
4109,31/07/2024,Orthopedics,E1352,Female,27,Follow-up,23,8156.33,4322.51,39.6,3.64
4110,10/09/2024,Cardiology,E1963,Male,49,Consultation,20,7108.06,5345.62,83.5,2.57
4111,17/11/2024,Oncology,E1270,Male,63,Surgery,28,4251.11,2242.07,23,3.77
4112,13/05/2024,Pediatrics,E1268,Male,24,Therapy,39,1385.29,1203.67,100.1,4.43
4113,17/10/2024,Pediatrics,E1991,Female,28,Therapy,36,9113.35,5507.22,102.4,1.63
4114,16/11/2024,Pediatrics,E1807,Male,40,Therapy,15,705.6,559.15,13.6,4.95
4115,04/09/2024,Cardiology,E1628,Female,25,Consultation,14,6910.57,5367.61,33.3,3.7
4116,15/08/2024,Cardiology,E1512,Male,52,Therapy,15,910.59,745.69,24.5,3.79
4117,22/09/2024,Outpatient,E1036,Male,59,Therapy,14,2632.56,1143.13,60.4,1.68
4118,17/04/2024,Emergency,E1037,Female,33,Follow-up,28,7429.72,3854.41,44.4,3.27
4119,19/12/2024,Radiology,E1459,Female,42,Therapy,19,3207.2,1889.02,98.8,1.72
4120,14/04/2024,Radiology,E1029,Male,62,Therapy,10,1280.92,722.67,53.8,3.17
4121,23/01/2024,Pediatrics,E1927,Female,59,Diagnostics,32,4038.03,3210.06,9.5,2.73
4122,19/04/2024,Outpatient,E1394,Female,32,Follow-up,47,4131.43,2990.28,116.1,3.04
4123,05/05/2024,Pediatrics,E1839,Female,22,Diagnostics,6,9875.33,5442.54,8.5,1.66
4124,09/06/2024,Outpatient,E1834,Female,54,Follow-up,41,4253.69,2374.27,16.2,2.73
4125,17/12/2024,Oncology,E1253,Male,34,Diagnostics,24,3712.1,1712.43,39.1,4.55
4126,14/12/2024,Cardiology,E1358,Male,48,Follow-up,41,3369.46,2550.61,75.4,2.71
4127,23/09/2024,Outpatient,E1328,Female,26,Consultation,38,2770.74,1619.52,73.1,2.4
